Request ID,Host,Endpoint,Parameter,Value,Source
REQ-0007,www.amazon.in,/portal-migration/hz/glow/get-location-label,aisTransitionState,NONE,URL_Query
REQ-0007,www.amazon.in,/portal-migration/hz/glow/get-location-label,deviceCountryCode,IN,URL_Query
REQ-0008,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,did,,URL_Query
REQ-0008,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,sid,260-0488909-4964056,URL_Query
REQ-0008,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,aid,695269906,URL_Query
REQ-0008,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,mid,A21TJRUUN4KGV,URL_Query
REQ-0008,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,t,1787570287567,URL_Query
REQ-0008,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,seqn,24/1/8579447318575133178,URL_Query
REQ-0008,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,tr,313821_DPJM/0/0/0,URL_Query
REQ-0009,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,did,,URL_Query
REQ-0009,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,sid,260-0488909-4964056,URL_Query
REQ-0009,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,aid,695265561,URL_Query
REQ-0009,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,mid,A21TJRUUN4KGV,URL_Query
REQ-0009,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,t,1787570264548,URL_Query
REQ-0009,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,seqn,22/2/8579447318575133178,URL_Query
REQ-0009,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,tr,1372612_RPTD/2/0/0,URL_Query
REQ-0010,data.amazon.in,/api/marketplaces/A21TJRUUN4KGV/cart/count,None,None,Endpoint_Hit
REQ-0011,data.amazon.in,/api/marketplaces/A21TJRUUN4KGV/cart/count,None,None,Endpoint_Hit
REQ-0012,data.amazon.in,/api/marketplaces/A21TJRUUN4KGV/cart/count,None,None,Endpoint_Hit
REQ-0013,www.amazon.in,/portal-migration/hz/glow/get-location-label,pageType,DETAILPAGE,URL_Query
REQ-0013,www.amazon.in,/portal-migration/hz/glow/get-location-label,storeContext,,URL_Query
REQ-0013,www.amazon.in,/portal-migration/hz/glow/get-location-label,deviceType,mobile,URL_Query
REQ-0013,www.amazon.in,/portal-migration/hz/glow/get-location-label,osType,android,URL_Query
REQ-0013,www.amazon.in,/portal-migration/hz/glow/get-location-label,aisTransitionState,NONE,URL_Query
REQ-0013,www.amazon.in,/portal-migration/hz/glow/get-location-label,deviceCountryCode,IN,URL_Query
REQ-0014,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,did,,URL_Query
REQ-0014,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,sid,260-0488909-4964056,URL_Query
REQ-0014,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,aid,695265561,URL_Query
REQ-0014,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,mid,A21TJRUUN4KGV,URL_Query
REQ-0014,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,t,1787570276555,URL_Query
REQ-0014,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,seqn,23/3/8579447318575133178,URL_Query
REQ-0014,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,tr,1372612_RPTD/2/0/0,URL_Query
REQ-0015,www.amazon.in,/portal-migration/hz/glow/get-location-label,pageType,GATEWAY,URL_Query
REQ-0015,www.amazon.in,/portal-migration/hz/glow/get-location-label,storeContext,,URL_Query
REQ-0015,www.amazon.in,/portal-migration/hz/glow/get-location-label,deviceType,mobile,URL_Query
REQ-0015,www.amazon.in,/portal-migration/hz/glow/get-location-label,osType,android,URL_Query
REQ-0015,www.amazon.in,/portal-migration/hz/glow/get-location-label,aisTransitionState,NONE,URL_Query
REQ-0015,www.amazon.in,/portal-migration/hz/glow/get-location-label,deviceCountryCode,IN,URL_Query
REQ-0016,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,did,,URL_Query
REQ-0016,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,sid,260-0488909-4964056,URL_Query
REQ-0016,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,aid,695269906,URL_Query
REQ-0016,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,mid,A21TJRUUN4KGV,URL_Query
REQ-0016,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,t,1787570239535,URL_Query
REQ-0016,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,seqn,20/1/8579447318575133178,URL_Query
REQ-0016,mshopandroidphone.triggers-v1.prod.mobile.weblab.a2z.com,/,tr,313821_DPJM/0/0/0,URL_Query
REQ-0017,data.amazon.in,/api/marketplaces/A21TJRUUN4KGV/cart/count,None,None,Endpoint_Hit
REQ-0018,www.amazon.in,/portal-migration/hz/glow/get-location-label,pageType,DETAILPAGE,URL_Query
REQ-0018,www.amazon.in,/portal-migration/hz/glow/get-location-label,storeContext,,URL_Query
REQ-0018,www.amazon.in,/portal-migration/hz/glow/get-location-label,deviceType,mobile,URL_Query
REQ-0018,www.amazon.in,/portal-migration/hz/glow/get-location-label,osType,android,URL_Query
REQ-0018,www.amazon.in,/portal-migration/hz/glow/get-location-label,aisTransitionState,NONE,URL_Query
REQ-0018,www.amazon.in,/portal-migration/hz/glow/get-location-label,deviceCountryCode,IN,URL_Query
REQ-0019,www.amazon.in,/portal-migration/hz/glow/get-location-label,pageType,OTHER,URL_Query
REQ-0019,www.amazon.in,/portal-migration/hz/glow/get-location-label,storeContext,,URL_Query
REQ-0019,www.amazon.in,/portal-migration/hz/glow/get-location-label,deviceType,mobile,URL_Query
REQ-0019,www.amazon.in,/portal-migration/hz/glow/get-location-label,osType,android,URL_Query
REQ-0019,www.amazon.in,/portal-migration/hz/glow/get-location-label,aisTransitionState,NONE,URL_Query
REQ-0019,www.amazon.in,/portal-migration/hz/glow/get-location-label,deviceCountryCode,IN,URL_Query
REQ-0020,data.amazon.in,/api/marketplaces/A21TJRUUN4KGV/cart/count,None,None,Endpoint_Hit
REQ-0021,www.amazon.in,/portal-migration/hz/glow/get-location-label,pageType,BROWSE,URL_Query
REQ-0021,www.amazon.in,/portal-migration/hz/glow/get-location-label,storeContext,,URL_Query
REQ-0021,www.amazon.in,/portal-migration/hz/glow/get-location-label,deviceType,mobile,URL_Query
REQ-0021,www.amazon.in,/portal-migration/hz/glow/get-location-label,osType,android,URL_Query
REQ-0021,www.amazon.in,/portal-migration/hz/glow/get-location-label,aisTransitionState,NONE,URL_Query
REQ-0021,www.amazon.in,/portal-migration/hz/glow/get-location-label,deviceCountryCode,IN,URL_Query
REQ-0022,www.amazon.in,/s/browse,node,1350384031,URL_Query
REQ-0022,www.amazon.in,/s/browse,dataVersion,v0.2,URL_Query
REQ-0022,www.amazon.in,/s/browse,format,json,URL_Query
REQ-0022,www.amazon.in,/s/browse,cid,08e6b9c8bdfc91895ce634a035f3d00febd36433,URL_Query
